rabbitmq_pm-3-sum
acmesolver_pm-8-thirdquartile
acmesolver_pm-15-count
acmesolver_pm-7-count
alms-core-rui_gm-60-firstquartile
ui_pm-2-count
acmesolver_pm-16-mean
acmesolver_pm-6-median
acmesolver_pm-14-thirdquartile
alms-core-learner_gm-62-mean
alms-core-rui_gm-62-firstquartile
alms-core-learner_gm-62-firstquartile
author-react_pm-3-sum
scorm-fe_pm-2-sum
rabbitmq_gm-19-mean
identity_pm-2-sum
alms-core-rui_gm-62-max
author_pm-2-count
alms-core-gradeservice_gm-60-min
acmesolver_pm-8-count
alms-core-gradeservice_gm-61-max
acmesolver_pm-5-firstquartile
rabbitmq_pm-2-sum
alms-core-gradeservice_gm-63-max
alms-core-rui_gm-63-firstquartile
alms-core-gradeservice-dcount_gm-64-thirdquartile
alms-core-rui_gm-61-min
acmesolver_pm-8-mean
alms-core-rui_gm-61-thirdquartile
gradeservice_pm-3-sum
rui_pm-3-sum
alms-core-rui_gm-61-mean
acmesolver_pm-14-median
alms-core-gradeservice_gm-60-firstquartile
alms-core-rui_gm-62-median
alms-core-gradeservice-dcount_gm-64-firstquartile
mail-sender_gm-17-count
alms-core-learner_gm-63-median
alms-core-gradeservice_gm-61-median
alms-core-learner_gm-63-mean
identity_pm-3-count
alms-core-rui-dcount_gm-64-firstquartile
alms-core-gradeservice_gm-60-mean
rabbitmq_gm-19-count
alms-core-gradeservice-dcount_gm-64-min
mail-sender_gm-17-thirdquartile
acmesolver_pm-13-median
alms-core-rui-dmean_gm-64-max
ztool_pm-2-sum
acmesolver_pm-5-max
mail-sender-web_pm-2-count
identityapi_pm-2-sum
alms-core-learner_gm-63-count
alms-core-gradeservice_gm-60-thirdquartile
acmesolver_pm-5-mean
alms-core-learner-dmean_gm-64-mean
alms-core-learner-dmean_gm-64-firstquartile
rabbitmq_gm-19-min
acmesolver_pm-16-firstquartile
acmesolver_pm-4-mean
acmesolver_pm-15-min
alms-core-gradeservice_gm-63-mean
alms-core-rui_gm-63-thirdquartile
gradeservice_pm-2-sum
alms-core-gradeservice_gm-60-median
alms-core-rui_gm-60-min
mail-sender_gm-17-firstquartile
alms-core-learner-dcount_gm-64-firstquartile
alms-core-learner-dmean_gm-64-thirdquartile
alms-core-rui-dcount_gm-64-median
alms-core-gradeservice_gm-62-max
acmesolver_pm-13-min
identity_pm-3-sum
alms-core-gradeservice_gm-61-count
acmesolver_pm-14-max
alms-core-gradeservice_gm-60-max
learner_pm-2-count
acmesolver_pm-7-median
alms-core-gradeservice-dcount_gm-64-median
ztool_pm-3-sum
acmesolver_pm-5-median
author-react_pm-2-sum
alms-core-gradeservice_gm-62-median
acmesolver_pm-14-firstquartile
alms-core-rui_gm-63-median
rui_pm-3-count
alms-core-rui_gm-61-firstquartile
alms-core-learner_gm-63-firstquartile
rabbitmq_gm-16-count
acmesolver_pm-8-max
alms-core-learner_gm-63-thirdquartile
alms-core-rui-dcount_gm-64-min
alms-core-gradeservice_gm-62-thirdquartile
rabbitmq_gm-16-thirdquartile
alms-core-gradeservice-dmean_gm-64-firstquartile
alms-core-rui-dmean_gm-64-firstquartile
alms-core-learner-dcount_gm-64-thirdquartile
acmesolver_pm-4-min
acmesolver_pm-6-max
alms-core-gradeservice_gm-63-count
scorm_pm-3-count
acmesolver_pm-15-median
acmesolver_pm-16-max
alms-core-gradeservice_gm-61-mean
scormhandlers_pm-2-sum
alms-core-rui_gm-62-count
alms-core-learner-dmean_gm-64-median
scorm-fe_pm-3-sum
alms-core-learner-dcount_gm-64-count
alms-core-gradeservice_gm-63-min
alms-core-learner-dcount_gm-64-max
gradeservice_pm-3-count
identityapi_pm-2-count
gradeservice_pm-2-count
rabbitmq_gm-16-max
acmesolver_pm-6-count
mail-sender-web_pm-3-count
mail-sender_gm-17-max
scorm_pm-2-count
alms-core-gradeservice_gm-61-firstquartile
alms-core-learner-dcount_gm-64-min
mail-sender-web_pm-3-sum
userhandlers_pm-3-sum
mail-sender_gm-17-median
acmesolver_pm-13-firstquartile
acmesolver_pm-15-thirdquartile
alms-core-gradeservice_gm-63-thirdquartile
acmesolver_pm-6-firstquartile
acmesolver_pm-4-thirdquartile
alms-core-rui_gm-60-max
acmesolver_pm-7-max
ui_pm-3-sum
rabbitmq_gm-19-median
acmesolver_pm-8-min
acmesolver_pm-7-thirdquartile
ui_pm-3-count
rabbitmq_gm-16-firstquartile
scorm_pm-3-sum
acmesolver_pm-13-mean
userhandlers_pm-3-count
rabbitmq_gm-19-firstquartile
learner_pm-3-count
acmesolver_pm-4-median
rabbitmq_gm-16-mean
acmesolver_pm-16-min
alms-core-rui_gm-62-thirdquartile
alms-core-gradeservice_gm-61-min
alms-core-rui_gm-60-count
acmesolver_pm-7-firstquartile
acmesolver_pm-5-thirdquartile
acmesolver_pm-15-firstquartile
alms-core-learner-dcount_gm-64-mean
alms-core-gradeservice-dmean_gm-64-count
scorm-fe_pm-3-count
rabbitmq_gm-16-median
alms-core-rui-dmean_gm-64-mean
alms-core-rui_gm-63-max
acmesolver_pm-16-median
alms-core-rui-dcount_gm-64-max
acmesolver_pm-8-firstquartile
alms-core-learner_gm-63-max
acmesolver_pm-13-thirdquartile
acmesolver_pm-15-max
alms-core-gradeservice_gm-62-count
alms-core-gradeservice-dmean_gm-64-max
rui_pm-2-sum
alms-core-rui_gm-63-count
alms-core-gradeservice_gm-62-mean
acmesolver_pm-13-count
alms-core-learner-dmean_gm-64-min
scorm-fe_pm-2-count
identityapi_pm-3-sum
ui_pm-2-sum
identityapi_pm-3-count
author_pm-3-count
alms-core-gradeservice-dmean_gm-64-mean
acmesolver_pm-14-count
